id,machine_id,event_timestamp,longitude,latitude,course_over_ground,speed_gps_kph,road_segment_id
8236743232,29564,2014-10-30 11:42:34.000000,170.792512,-45.248227,122,102,370053844
8236742594,39033,2014-10-30 11:42:35.000000,170.792576,-45.24827,123,102,370053844
8236742585,39033,2014-10-30 11:42:17.000000,170.787058,-45.245807,141,106,370161648
8236739307,39033,2014-10-30 11:41:59.000000,170.783204,-45.241896,143,103,370161648
8236739293,39033,2014-10-30 11:41:41.000000,170.780414,-45.23785,173,103,370248900
8236737148,39033,2014-10-30 11:41:32.000000,170.780494,-45.235623,192,100,370248900
8236736925,29564,2014-10-30 11:41:30.000000,170.780654,-45.235296,192,99,370248900
8236739871,29564,2014-10-30 11:42:07.000000,170.785132,-45.243719,144,107,370161648
8236739861,29564,2014-10-30 11:41:48.000000,170.781218,-45.239774,155,100,370248900
8236733120,39033,2014-10-30 11:40:34.000000,170.78423,-45.223623,219,101,370162297
8236733067,29564,2014-10-30 11:40:36.000000,170.783669,-45.224156,215,100,370160061
8236729659,29564,2014-10-30 11:40:06.000000,170.790777,-45.218954,224,97,370240705
8236729505,39033,2014-10-30 11:40:14.000000,170.788991,-45.220206,225,98,370157069
8236696332,38761,2014-10-30 11:33:25.000000,170.794415,-45.249491,143,95,370053844
8236668162,3763,2014-10-30 11:27:57.000000,170.798003,-45.26101,180,95,370250233
8236664272,3763,2014-10-30 11:27:16.000000,170.795821,-45.251906,169,95,370053844
8236664268,3763,2014-10-30 11:26:56.000000,170.792277,-45.248155,121,95,370053844
8236663235,12517,2014-10-30 11:27:05.000000,170.795324,-45.250582,155,96,370053844
8228948756,8023,2014-10-30 00:04:03.000000,170.798332,-45.263508,171,95,370250233
8228930448,21432,2014-10-30 00:02:58.000000,170.793921,-45.249104,137,97,370053844
8228926893,17433,2014-10-30 00:02:58.000000,170.794006,-45.249152,138,97,370053844
8228925464,8023,2014-10-30 00:03:11.000000,170.795966,-45.252038,170,95,370053844
8228925444,8023,2014-10-30 00:02:53.000000,170.792854,-45.248433,125,97,370053844
8228917378,21432,2014-10-30 00:02:48.000000,170.791112,-45.247722,111,99,370053844
8228917301,21432,2014-10-30 00:02:29.000000,170.786058,-45.244733,149,103,370161648
8228915471,8023,2014-10-30 00:02:25.000000,170.785387,-45.244048,144,102,370161648
8228913778,17433,2014-10-30 00:02:38.000000,170.788141,-45.246549,129,100,370161648
8228913753,17433,2014-10-30 00:02:20.000000,170.784238,-45.242871,143,102,370161648
8228701242,2109,2014-10-29 23:51:11.000000,170.786986,-45.245807,141,97,370161648
8228523293,38824,2014-10-29 23:42:38.000000,170.795893,-45.251788,169,95,370053844
8228513821,33751,2014-10-29 23:41:50.000000,170.798596,-45.264706,342,95,370250233
8228430896,2392,2014-10-29 23:38:00.000000,170.789499,-45.219783,44,95,370157069
8228373959,2392,2014-10-29 23:34:43.000000,170.79663,-45.255496,349,95,370053844
8228330100,8450,2014-10-29 23:32:40.000000,170.798304,-45.263572,171,100,370250233
8228317925,8450,2014-10-29 23:32:11.000000,170.79698,-45.256457,169,99,370154598
8228317910,8450,2014-10-29 23:31:52.000000,170.79591,-45.251803,169,96,370053844
8228306475,14269,2014-10-29 23:31:36.000000,170.796543,-45.254934,170,96,370053844
8228305013,8450,2014-10-29 23:31:42.000000,170.794528,-45.2496,142,98,370053844
8228304999,8450,2014-10-29 23:31:22.000000,170.788799,-45.246978,124,96,370161648
8228294643,14269,2014-10-29 23:31:11.000000,170.794188,-45.249267,139,98,370053844
8228291579,8450,2014-10-29 23:31:02.000000,170.784467,-45.243144,143,98,370161648
8228291542,8450,2014-10-29 23:30:42.000000,170.780764,-45.238936,164,100,370248900
8228172378,17376,2014-10-29 23:24:44.000000,170.783993,-45.242694,143,97,370161648
8236266918,11237,2014-10-30 10:10:18.000000,170.798152,-45.262393,176,98,370250233
8236266839,17728,2014-10-30 10:10:18.000000,170.79806,-45.262181,176,99,370250233
8236263500,17728,2014-10-30 10:09:58.000000,170.79714,-45.257366,167,99,370156551
8236263494,17728,2014-10-30 10:09:38.000000,170.795959,-45.25253,170,98,370053844
8236263487,11237,2014-10-30 10:09:58.000000,170.797284,-45.257563,165,99,370156551
8236263483,11237,2014-10-30 10:09:38.000000,170.796092,-45.252742,171,98,370053844
8236260590,39138,2014-10-30 10:09:14.000000,170.794916,-45.25008,149,95,370053844
8236259999,17728,2014-10-30 10:09:18.000000,170.792671,-45.248372,124,98,370053844
8236259219,39139,2014-10-30 10:08:49.000000,170.787981,-45.2465,130,102,370161648
8236257291,29914,2014-10-30 10:08:55.000000,170.79006,-45.247404,115,98,370053844
8236257288,29914,2014-10-30 10:08:36.000000,170.785385,-45.244,144,102,370161648
8236257162,39138,2014-10-30 10:08:54.000000,170.789616,-45.247255,117,100,370053844
8236257158,39138,2014-10-30 10:08:36.000000,170.785275,-45.243895,144,103,370161648
8236256368,39139,2014-10-30 10:08:31.000000,170.784049,-45.242782,143,99,370161648
8236132603,4990,2014-10-30 09:45:30.000000,170.787934,-45.246485,131,99,370161648
8236132170,39841,2014-10-30 09:45:27.000000,170.787445,-45.246121,135,96,370161648
8228017868,16424,2014-10-29 23:16:55.000000,170.788633,-45.220396,45,91,370157069
8227982781,16424,2014-10-29 23:15:10.000000,170.78094,-45.239546,337,82,370248900
8227973474,16424,2014-10-29 23:14:35.000000,170.786581,-45.245488,325,89,370161648
8227951995,16424,2014-10-29 23:13:30.000000,170.796842,-45.256413,349,88,370053844
8227963293,16424,2014-10-29 23:14:02.000000,170.794428,-45.249597,324,83,370053844
8227848832,21881,2014-10-29 23:08:10.000000,170.795642,-45.251374,345,99,370053844
8227848823,21881,2014-10-29 23:07:50.000000,170.796825,-45.256217,349,98,370053844
8227835714,21881,2014-10-29 23:07:10.000000,170.799045,-45.265722,346,95,370250233
8227795753,37205,2014-10-29 23:05:11.000000,170.780521,-45.235423,14,95,370248900
8227769303,37205,2014-10-29 23:03:51.000000,170.79457,-45.249781,326,95,370053844
8227756582,37205,2014-10-29 23:03:31.000000,170.796292,-45.254403,350,97,370053844
8227756563,37205,2014-10-29 23:03:11.000000,170.797725,-45.259113,349,99,370250233
8227716916,8454,2014-10-29 23:01:15.000000,170.794781,-45.249804,145,97,370053844
8227703510,8454,2014-10-29 23:00:45.000000,170.786959,-45.245705,143,97,370161648
8227692265,8454,2014-10-29 23:00:04.000000,170.780356,-45.237502,176,95,370248900
8227657972,8454,2014-10-29 22:58:18.000000,170.790624,-45.21908,225,95,370240705
8235835323,23943,2014-10-30 08:50:34.000000,170.798277,-45.263542,171,95,370250233
8235832309,25347,2014-10-30 08:50:09.000000,170.797263,-45.257451,165,97,370156551
8235832307,25347,2014-10-30 08:49:49.000000,170.796122,-45.252746,169,95,370053844
8235831931,23943,2014-10-30 08:49:54.000000,170.79636,-45.254138,168,95,370053844
8235828530,25347,2014-10-30 08:49:19.000000,170.790324,-45.247453,114,96,370053844
8235828525,25347,2014-10-30 08:48:59.000000,170.785483,-45.244048,145,97,370161648
8235828396,23943,2014-10-30 08:49:07.000000,170.787186,-45.245915,139,97,370161648
8227429160,23343,2014-10-29 22:47:21.000000,170.795564,-45.250951,160,95,370053844
8227419223,23341,2014-10-29 22:46:47.000000,170.787031,-45.245716,141,95,370161648
8227418028,23343,2014-10-29 22:46:43.000000,170.786399,-45.245092,149,95,370161648
8227406865,23343,2014-10-29 22:46:11.000000,170.780829,-45.239074,161,91,370248900
8227329057,37205,2014-10-29 22:42:10.000000,170.786842,-45.245568,144,96,370161648
8227329047,37205,2014-10-29 22:41:59.000000,170.784724,-45.243288,143,99,370161648
8227127761,38793,2014-10-29 22:32:27.000000,170.79814,-45.262982,355,95,370250233
8227127312,39243,2014-10-29 22:32:27.000000,170.798212,-45.263181,354,95,370250233
8235528032,12685,2014-10-30 07:55:18.000000,170.789846,-45.247334,116,96,370053844
8235445454,3751,2014-10-30 07:40:57.000000,170.79149,-45.218369,45,107,370240705
8235444211,9244,2014-10-30 07:40:54.000000,170.790632,-45.21914,44,108,370240705
8235441641,3751,2014-10-30 07:40:39.000000,170.786816,-45.221649,45,97,370153753
8235426642,9244,2014-10-30 07:37:48.000000,170.793024,-45.248565,309,101,370053844
8235426527,3751,2014-10-30 07:37:45.000000,170.793727,-45.24895,316,103,370053844
8235422900,9244,2014-10-30 07:37:30.000000,170.795964,-45.252647,351,105,370053844
8235422898,9244,2014-10-30 07:37:12.000000,170.797111,-45.257272,347,102,370156551
8235422601,3751,2014-10-30 07:37:36.000000,170.795476,-45.250944,341,106,370053844
8235422595,3751,2014-10-30 07:37:18.000000,170.796664,-45.255586,349,105,370053844
8235419300,9244,2014-10-30 07:37:03.000000,170.797882,-45.259476,351,100,370250233
8235419296,9244,2014-10-30 07:36:45.000000,170.798384,-45.263999,347,104,370250233
8235419005,3751,2014-10-30 07:37:00.000000,170.797992,-45.260072,356,101,370250233
8235418983,3751,2014-10-30 07:36:42.000000,170.798579,-45.264614,342,104,370250233
8235293004,38824,2014-10-30 07:16:46.000000,170.788979,-45.220121,44,97,370157069
8235270757,38824,2014-10-30 07:13:38.000000,170.794138,-45.249303,321,95,370053844
8235270745,38824,2014-10-30 07:13:18.000000,170.796168,-45.253788,350,95,370053844
8235265991,38824,2014-10-30 07:12:58.000000,170.797557,-45.258491,345,98,370250233
8235265979,38824,2014-10-30 07:12:38.000000,170.798129,-45.263304,354,97,370250233
8235248535,37357,2014-10-30 07:09:41.000000,170.7858,-45.244426,147,110,370161648
